source_run,source_path,run_state,agent_a_type,agent_b_model,agent_b_llm_size,tts_engines,asr_engines,planned_condition_count,observed_condition_count,completed_condition_count,interrupted_condition_count,not_started_condition_count,known_outcome_count,successful_condition_count,task_success_rate_completed,finalized_artifacts_available,interpretation
20260710_205137_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_205137_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_205637_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_205637_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_205838_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_205838_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_205937_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_205937_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_210239_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_210239_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_210438_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_210438_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_210908_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_210908_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_210939_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_210939_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_211109_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_211109_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_211239_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_211239_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_211810_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_211810_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_211810_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_211810_b-n0001_02,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_212140_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_212140_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_212210_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_212210_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_212442_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_212442_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_213012_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213012_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_213012_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213012_b-n0001_02,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_213112_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213112_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_213212_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213212_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_213643_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213643_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_213913_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_213913_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_214113_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_214113_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_214214_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_214214_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_214514_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_214514_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_215015_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_215015_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_215015_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_215015_b-n0001_02,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_215015_b-n0001_03,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_215015_b-n0001_03,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_215616_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_215616_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_215746_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_215746_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_220447_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_220447_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_220717_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_220717_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_221448_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_221448_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_221548_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_221548_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_222449_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_222449_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_222519_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_222519_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_223250_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_223250_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_223251_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_223251_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_223420_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_223420_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_223550_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_223550_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_224322_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_224322_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_224351_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_224351_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_225222_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_225222_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_225453_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_225453_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_230224_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_230224_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_230354_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_230354_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_231056_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_231056_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_231525_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_231525_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_232430_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260710_232430_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260711_123222_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260711_123222_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260711_195856_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-qwen2.5-0.5b/userlm/20260711_195856_b-n0001,finalized,userlm,Qwen2.5-0.5B-Instruct,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_220317_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_220317_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_220448_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_220448_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_221318_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_221318_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_221619_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_221619_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_222319_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222319_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_222449_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222449_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_222449_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222449_b-n0001_02,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_222619_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222619_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_222620_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222620_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_222749_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_222749_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_223621_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_223621_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_224022_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_224022_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_224822_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_224822_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_224952_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_224952_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225052_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225052_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225152_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225152_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225252_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225252_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225323_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225323_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225423_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225423_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225453_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225453_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,0,0,1,0,0,0,,True,canonical finalized result
20260710_225553_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225553_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_225623_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_225623_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_230555_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_230555_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_230625_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_230625_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_231726_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_231726_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_232126_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_232126_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_232126_b-n0001_02,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_232126_b-n0001_02,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_232827_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_232827_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,faster_whisper,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233127_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233127_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233429_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233429_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_233732_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233732_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_233828_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_233828_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234459_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234459_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234729_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234729_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_234803_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234803_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
20260710_234829_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_234829_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,1,1.0,True,canonical finalized result
20260710_235630_b-n0001,/beegfs/home/users/g/generalgroovy/experiments/CoopNavigationSDS/results/agent_b/userlm_transformers/01-small-tinyllama-1.1b/userlm/20260710_235630_b-n0001,finalized,userlm,TinyLlama-1.1B-Chat-v1.0,small,piper,vosk,1,1,1,0,0,1,0,0.0,True,canonical finalized result
